"Label (Grouping)","AGE BY EDUCATIONAL ATTAINMENT","Population 18 to 24 years","Population 18 to 24 years!!Less than high school graduate","Population 18 to 24 years!!High school graduate (includes equivalency)","Population 18 to 24 years!!Some college or associate's degree","Population 18 to 24 years!!Bachelor's degree or higher","Population 25 years and over","Population 25 years and over!!Less than 9th grade","Population 25 years and over!!9th to 12th grade, no diploma","Population 25 years and over!!High school graduate (includes equivalency)","Population 25 years and over!!Some college, no degree","Population 25 years and over!!Associate's degree","Population 25 years and over!!Bachelor's degree","Population 25 years and over!!Graduate or professional degree","Percent high school graduate or higher","Percent bachelor's degree or higher","Population 25 to 34 years","Population 25 to 34 years!!High school graduate or higher","Population 25 to 34 years!!Bachelor's degree or higher","Population 35 to 44 years","Population 35 to 44 years!!High school graduate or higher","Population 35 to 44 years!!Bachelor's degree or higher","Population 45 to 64 years","Population 45 to 64 years!!High school graduate or higher","Population 45 to 64 years!!Bachelor's degree or higher","Population 65 years and over","Population 65 years and over!!High school graduate or higher","Population 65 years and over!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!Bachelor's degree or higher","White alone, not Hispanic or Latino","White alone, not Hispanic or Latino!!High school graduate or higher","White alone, not Hispanic or Latino!!Bachelor's degree or higher","Black alone","Black alone!!High school graduate or higher","Black alone!!Bachelor's degree or higher","American Indian or Alaska Native alone","American Indian or Alaska Native alone!!High school graduate or higher","American Indian or Alaska Native alone!!Bachelor's degree or higher","Asian alone","Asian alone!!High school graduate or higher","Asian alone!!Bachelor's degree or higher","Native Hawaiian and Other Pacific Islander alone","Native Hawaiian and Other Pacific Islander alone!!High school graduate or higher","Native Hawaiian and Other Pacific Islander alone!!Bachelor's degree or higher","Some other race alone","Some other race alone!!High school graduate or higher","Some other race alone!!Bachelor's degree or higher","Two or more races","Two or more races!!High school graduate or higher","Two or more races!!Bachelor's degree or higher","Hispanic or Latino Origin","Hispanic or Latino Origin!!High school graduate or higher","Hispanic or Latino Origin!!Bachelor's degree or higher","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency)","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Less than high school graduate","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!High school graduate (includes equivalency)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Some college or associate's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Bachelor's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Graduate or professional degree"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","10.3%","31.6%","51.5%","6.7%","(X)","2.7%","5.1%","22.3%","25.7%","9.5%","22.8%","11.8%","92.1%","34.6%","(X)","93.1%","34.3%","(X)","92.3%","38.5%","(X)","91.5%","33.6%","(X)","92.0%","32.0%","","(X)","94.3%","36.0%","(X)","95.6%","37.3%","(X)","86.3%","31.9%","(X)","77.3%","17.2%","(X)","89.3%","51.5%","(X)","93.7%","14.9%","(X)","61.6%","8.9%","(X)","90.9%","35.0%","(X)","70.1%","14.4%","","16.4%","9.6%","7.1%","4.3%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","179,821","20,698","63,718","88,297","7,108","906,645","26,170","49,562","193,125","228,696","74,215","206,048","128,829","(X)","(X)","229,392","211,405","74,432","214,497","197,034","85,854","307,505","278,155","112,084","155,251","144,319","62,507","","790,920","742,547","307,752","734,858","700,447","296,780","12,189","10,612","3,994","8,906","6,949","1,662","21,576","19,903","12,349","8,435","7,621","898","50,223","30,259","4,309","14,396","13,022","3,913","110,293","75,530","15,561","","(X)","(X)","(X)","(X)","","50,165","32,489","39,468","44,477","62,050","86,010"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","11.5%","35.4%","49.1%","4.0%","(X)","2.9%","5.5%","21.3%","25.2%","8.2%","22.7%","14.2%","91.6%","36.9%","(X)","92.2%","32.4%","(X)","91.9%","40.0%","(X)","90.5%","36.4%","(X)","93.0%","40.3%","","(X)","93.9%","38.9%","(X)","95.3%","40.4%","(X)","87.1%","32.8%","(X)","78.0%","18.7%","(X)","92.2%","57.2%","(X)","90.3%","10.6%","(X)","60.2%","8.6%","(X)","90.5%","27.2%","(X)","68.5%","14.1%","","13.4%","8.3%","6.3%","3.9%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","169,883","15,154","46,817","91,724","16,188","920,390","23,952","43,851","214,953","241,285","98,784","210,756","86,809","(X)","(X)","224,046","210,607","81,105","209,682","194,289","77,430","306,718","283,738","94,174","179,944","163,953","44,856","","809,390","766,078","268,541","751,077","720,379","257,953","6,883","5,855","2,092","9,349","7,158","1,472","27,830","24,225","13,102","6,862","6,711","1,376","43,505","27,432","4,044","16,571","15,128","6,938","105,210","75,578","15,405","","(X)","(X)","(X)","(X)","","28,697","19,551","24,137","26,263","33,577","53,325"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","8.9%","27.6%","54.0%","9.5%","(X)","2.6%","4.8%","23.4%","26.2%","10.7%","22.9%","9.4%","92.6%","32.3%","(X)","94.0%","36.2%","(X)","92.7%","36.9%","(X)","92.5%","30.7%","(X)","91.1%","24.9%","","(X)","94.6%","33.2%","(X)","95.9%","34.3%","(X)","85.1%","30.4%","(X)","76.6%","15.7%","(X)","87.0%","47.1%","(X)","97.8%","20.1%","(X)","63.1%","9.3%","(X)","91.3%","41.9%","(X)","71.8%","14.6%","","19.8%","10.8%","7.8%","4.9%","","(X)","(X)","(X)","(X)","(X)","(X)"
"Vermont","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","66,635","6,715","22,479","29,435","8,006","439,267","9,646","22,774","127,426","73,895","37,360","98,774","69,392","(X)","(X)","73,864","68,936","29,451","69,237","64,487","29,420","179,016","167,919","65,714","117,150","105,505","43,581","","419,964","391,077","160,756","415,798","387,594","158,861","3,755","3,369","1,393","1,903","1,453","34","6,906","4,632","2,731","N","N","N","N","N","N","5,735","5,385","2,722","5,641","4,819","2,608","","(X)","(X)","(X)","(X)","","37,444","25,372","30,991","35,381","40,592","58,628"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","10.1%","33.7%","44.2%","12.0%","(X)","2.2%","5.2%","29.0%","16.8%","8.5%","22.5%","15.8%","92.6%","38.3%","(X)","93.3%","39.9%","(X)","93.1%","42.5%","(X)","93.8%","36.7%","(X)","90.1%","37.2%","","(X)","93.1%","38.3%","(X)","93.2%","38.2%","(X)","89.7%","37.1%","(X)","76.4%","1.8%","(X)","67.1%","39.5%","(X)","N","N","(X)","N","N","(X)","93.9%","47.5%","(X)","85.4%","46.2%","","22.6%","12.8%","8.0%","5.3%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","34,828","3,855","13,695","14,205","3,073","212,171","5,176","15,141","69,470","33,906","15,082","43,520","29,876","(X)","(X)","37,032","33,947","12,958","34,163","30,679","11,876","87,234","79,599","27,301","53,742","47,629","21,261","","202,711","184,259","70,057","201,018","182,960","69,323","2,524","2,230","1,003","1,120","824","0","2,615","1,590","1,187","N","N","N","N","N","N","2,739","2,537","922","2,365","1,893","983","","(X)","(X)","(X)","(X)","","42,127","29,130","35,257","42,941","47,438","70,355"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","11.1%","39.3%","40.8%","8.8%","(X)","2.4%","7.1%","32.7%","16.0%","7.1%","20.5%","14.1%","90.4%","34.6%","(X)","91.7%","35.0%","(X)","89.8%","34.8%","(X)","91.2%","31.3%","(X)","88.6%","39.6%","","(X)","90.9%","34.6%","(X)","91.0%","34.5%","(X)","88.4%","39.7%","(X)","73.6%","0.0%","(X)","60.8%","45.4%","(X)","N","N","(X)","N","N","(X)","92.6%","33.7%","(X)","80.0%","41.6%","","20.1%","11.3%","6.1%","5.0%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","31,807","2,860","8,784","15,230","4,933","227,096","4,470","7,633","57,956","39,989","22,278","55,254","39,516","(X)","(X)","36,832","34,989","16,493","35,074","33,808","17,544","91,782","88,320","38,413","63,408","57,876","22,320","","217,253","206,818","90,699","214,780","204,634","89,538","1,231","1,139","390","783","629","34","4,291","3,042","1,544","N","N","N","N","N","N","2,996","2,848","1,800","3,276","2,926","1,625","","(X)","(X)","(X)","(X)","","32,680","16,699","24,168","30,019","36,220","54,323"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","9.0%","27.6%","47.9%","15.5%","(X)","2.0%","3.4%","25.5%","17.6%","9.8%","24.3%","17.4%","94.7%","41.7%","(X)","95.0%","44.8%","(X)","96.4%","50.0%","(X)","96.2%","41.9%","(X)","91.3%","35.2%","","(X)","95.2%","41.7%","(X)","95.3%","41.7%","(X)","92.5%","31.7%","(X)","80.3%","4.3%","(X)","70.9%","36.0%","(X)","N","N","(X)","N","N","(X)","95.1%","60.1%","(X)","89.3%","49.6%","","26.6%","14.5%","9.5%","5.6%","","(X)","(X)","(X)","(X)","(X)","(X)"
"Virginia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","822,718","79,532","253,857","379,272","110,057","5,779,221","240,260","353,117","1,396,487","1,095,931","456,210","1,270,190","967,026","(X)","(X)","1,165,166","1,084,730","487,047","1,107,730","1,008,786","482,964","2,234,721","2,020,869","855,674","1,271,604","1,071,459","411,531","","4,045,095","3,696,458","1,659,583","3,769,493","3,492,422","1,583,639","1,074,928","926,340","266,317","19,291","15,639","4,343","382,715","349,527","234,081","2,522","2,294","671","123,051","77,777","21,800","131,619","117,809","50,421","439,050","312,476","109,133","","(X)","(X)","(X)","(X)","","44,823","24,777","31,165","37,428","58,191","80,946"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","9.7%","30.9%","46.1%","13.4%","(X)","4.2%","6.1%","24.2%","19.0%","7.9%","22.0%","16.7%","89.7%","38.7%","(X)","93.1%","41.8%","(X)","91.1%","43.6%","(X)","90.4%","38.3%","(X)","84.3%","32.4%","","(X)","91.4%","41.0%","(X)","92.6%","42.0%","(X)","86.2%","24.8%","(X)","81.1%","22.5%","(X)","91.3%","61.2%","(X)","91.0%","26.6%","(X)","63.2%","17.7%","(X)","89.5%","38.3%","(X)","71.2%","24.9%","","22.3%","11.2%","8.2%","3.1%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","424,968","46,434","144,447","188,418","45,669","2,785,654","125,602","179,054","710,802","505,956","191,791","595,764","476,685","(X)","(X)","587,604","541,372","219,360","548,713","494,522","218,324","1,084,052","966,859","417,697","565,285","478,245","217,068","","1,970,046","1,789,412","811,177","1,833,304","1,687,655","773,068","501,492","425,452","112,479","9,757","7,788","1,904","173,966","163,065","114,999","1,199","1,073","188","64,524","36,868","8,975","64,670","57,340","22,727","223,494","154,792","52,659","","(X)","(X)","(X)","(X)","","51,850","30,904","37,029","47,267","71,921","101,801"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","10.9%","34.0%","44.3%","10.7%","(X)","4.5%","6.4%","25.5%","18.2%","6.9%","21.4%","17.1%","89.1%","38.5%","(X)","92.1%","37.3%","(X)","90.1%","39.8%","(X)","89.2%","38.5%","(X)","84.6%","38.4%","","(X)","90.8%","41.2%","(X)","92.1%","42.2%","(X)","84.8%","22.4%","(X)","79.8%","19.5%","(X)","93.7%","66.1%","(X)","89.5%","15.7%","(X)","57.1%","13.9%","(X)","88.7%","35.1%","(X)","69.3%","23.6%","","17.9%","9.0%","6.4%","2.7%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","397,750","33,098","109,410","190,854","64,388","2,993,567","114,658","174,063","685,685","589,975","264,419","674,426","490,341","(X)","(X)","577,562","543,358","267,687","559,017","514,264","264,640","1,150,669","1,054,010","437,977","706,319","593,214","194,463","","2,075,049","1,907,046","848,406","1,936,189","1,804,767","810,571","573,436","500,888","153,838","9,534","7,851","2,439","208,749","186,462","119,082","1,323","1,221","483","58,527","40,909","12,825","66,949","60,469","27,694","215,556","157,684","56,474","","(X)","(X)","(X)","(X)","","36,665","17,506","24,353","31,167","48,181","62,699"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","8.3%","27.5%","48.0%","16.2%","(X)","3.8%","5.8%","22.9%","19.7%","8.8%","22.5%","16.4%","90.4%","38.9%","(X)","94.1%","46.3%","(X)","92.0%","47.3%","(X)","91.6%","38.1%","(X)","84.0%","27.5%","","(X)","91.9%","40.9%","(X)","93.2%","41.9%","(X)","87.3%","26.8%","(X)","82.3%","25.6%","(X)","89.3%","57.0%","(X)","92.3%","36.5%","(X)","69.9%","21.9%","(X)","90.3%","41.4%","(X)","73.2%","26.2%","","26.7%","13.5%","9.6%","3.4%","","(X)","(X)","(X)","(X)","(X)","(X)"
"Washington","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","657,042","91,816","206,590","285,228","73,408","5,101,968","189,334","254,629","1,128,284","1,203,615","514,987","1,130,392","680,727","(X)","(X)","1,105,343","1,022,222","419,137","977,367","883,029","380,595","1,901,499","1,743,355","647,388","1,117,759","1,009,399","363,999","","4,012,319","3,749,015","1,435,792","3,755,569","3,565,388","1,386,787","177,786","160,946","45,833","56,020","45,469","8,479","458,135","403,922","236,986","30,833","28,677","4,193","182,329","98,905","20,035","184,546","171,071","59,801","474,071","311,860","76,043","","(X)","(X)","(X)","(X)","","45,115","25,668","34,196","39,947","59,662","76,407"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","14.0%","31.4%","43.4%","11.2%","(X)","3.7%","5.0%","22.1%","23.6%","10.1%","22.2%","13.3%","91.3%","35.5%","(X)","92.5%","37.9%","(X)","90.3%","38.9%","(X)","91.7%","34.0%","(X)","90.3%","32.6%","","(X)","93.4%","35.8%","(X)","94.9%","36.9%","(X)","90.5%","25.8%","(X)","81.2%","15.1%","(X)","88.2%","51.7%","(X)","93.0%","13.6%","(X)","54.2%","11.0%","(X)","92.7%","32.4%","(X)","65.8%","16.0%","","22.1%","11.5%","9.3%","4.1%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","339,744","54,752","118,768","138,350","27,874","2,519,954","90,703","138,301","580,676","584,902","233,499","554,337","337,536","(X)","(X)","573,033","526,340","197,462","495,335","441,640","180,067","942,934","857,035","318,269","508,652","465,935","196,075","","1,981,444","1,841,666","710,093","1,851,847","1,748,990","685,690","97,636","89,204","25,988","27,181","21,499","3,409","206,136","186,369","112,429","14,854","14,052","1,954","101,154","53,824","9,620","91,549","84,336","28,380","248,704","161,898","37,865","","(X)","(X)","(X)","(X)","","52,440","30,913","41,021","49,972","72,369","95,337"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","16.1%","35.0%","40.7%","8.2%","(X)","3.6%","5.5%","23.0%","23.2%","9.3%","22.0%","13.4%","90.9%","35.4%","(X)","91.9%","34.5%","(X)","89.2%","36.4%","(X)","90.9%","33.8%","(X)","91.6%","38.5%","","(X)","92.9%","35.8%","(X)","94.4%","37.0%","(X)","91.4%","26.6%","(X)","79.1%","12.5%","(X)","90.4%","54.5%","(X)","94.6%","13.2%","(X)","53.2%","9.5%","(X)","92.1%","31.0%","(X)","65.1%","15.2%","","19.3%","10.2%","8.1%","3.9%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","317,298","37,064","87,822","146,878","45,534","2,582,014","98,631","116,328","547,608","618,713","281,488","576,055","343,191","(X)","(X)","532,310","495,882","221,675","482,032","441,389","200,528","958,565","886,320","329,119","609,107","543,464","167,924","","2,030,875","1,907,349","725,699","1,903,722","1,816,398","701,097","80,150","71,742","19,845","28,839","23,970","5,070","251,999","217,553","124,557","15,979","14,625","2,239","81,175","45,081","10,415","92,997","86,735","31,421","225,367","149,962","38,178","","(X)","(X)","(X)","(X)","","36,199","19,250","26,326","31,782","47,667","65,067"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","11.7%","27.7%","46.3%","14.4%","(X)","3.8%","4.5%","21.2%","24.0%","10.9%","22.3%","13.3%","91.7%","35.6%","(X)","93.2%","41.6%","(X)","91.6%","41.6%","(X)","92.5%","34.3%","(X)","89.2%","27.6%","","(X)","93.9%","35.7%","(X)","95.4%","36.8%","(X)","89.5%","24.8%","(X)","83.1%","17.6%","(X)","86.3%","49.4%","(X)","91.5%","14.0%","(X)","55.5%","12.8%","(X)","93.3%","33.8%","(X)","66.5%","16.9%","","25.1%","12.8%","10.3%","4.3%","","(X)","(X)","(X)","(X)","(X)","(X)"
"West Virginia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","163,104","20,272","64,420","67,419","10,993","1,279,350","58,192","107,069","526,652","238,487","90,494","156,378","102,078","(X)","(X)","208,597","190,618","51,804","220,633","201,542","50,638","499,548","439,399","96,239","350,572","282,530","59,775","","1,208,741","1,052,070","242,483","1,200,372","1,045,115","240,132","45,920","41,338","7,092","N","N","N","9,116","7,794","5,082","N","N","N","4,646","3,704","1,230","8,905","7,762","2,425","12,328","10,111","3,009","","(X)","(X)","(X)","(X)","","32,951","20,106","27,296","32,200","43,516","53,919"
