"Label (Grouping)","AGE BY EDUCATIONAL ATTAINMENT","Population 18 to 24 years","Population 18 to 24 years!!Less than high school graduate","Population 18 to 24 years!!High school graduate (includes equivalency)","Population 18 to 24 years!!Some college or associate's degree","Population 18 to 24 years!!Bachelor's degree or higher","Population 25 years and over","Population 25 years and over!!Less than 9th grade","Population 25 years and over!!9th to 12th grade, no diploma","Population 25 years and over!!High school graduate (includes equivalency)","Population 25 years and over!!Some college, no degree","Population 25 years and over!!Associate's degree","Population 25 years and over!!Bachelor's degree","Population 25 years and over!!Graduate or professional degree","Percent high school graduate or higher","Percent bachelor's degree or higher","Population 25 to 34 years","Population 25 to 34 years!!High school graduate or higher","Population 25 to 34 years!!Bachelor's degree or higher","Population 35 to 44 years","Population 35 to 44 years!!High school graduate or higher","Population 35 to 44 years!!Bachelor's degree or higher","Population 45 to 64 years","Population 45 to 64 years!!High school graduate or higher","Population 45 to 64 years!!Bachelor's degree or higher","Population 65 years and over","Population 65 years and over!!High school graduate or higher","Population 65 years and over!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!Bachelor's degree or higher","White alone, not Hispanic or Latino","White alone, not Hispanic or Latino!!High school graduate or higher","White alone, not Hispanic or Latino!!Bachelor's degree or higher","Black alone","Black alone!!High school graduate or higher","Black alone!!Bachelor's degree or higher","American Indian or Alaska Native alone","American Indian or Alaska Native alone!!High school graduate or higher","American Indian or Alaska Native alone!!Bachelor's degree or higher","Asian alone","Asian alone!!High school graduate or higher","Asian alone!!Bachelor's degree or higher","Native Hawaiian and Other Pacific Islander alone","Native Hawaiian and Other Pacific Islander alone!!High school graduate or higher","Native Hawaiian and Other Pacific Islander alone!!Bachelor's degree or higher","Some other race alone","Some other race alone!!High school graduate or higher","Some other race alone!!Bachelor's degree or higher","Two or more races","Two or more races!!High school graduate or higher","Two or more races!!Bachelor's degree or higher","Hispanic or Latino Origin","Hispanic or Latino Origin!!High school graduate or higher","Hispanic or Latino Origin!!Bachelor's degree or higher","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency)","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Less than high school graduate","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!High school graduate (includes equivalency)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Some college or associate's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Bachelor's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Graduate or professional degree"
"        Estimate","","(X)","6.1%","30.4%","46.2%","17.4%","(X)","2.3%","4.2%","26.4%","17.9%","10.5%","22.5%","16.2%","93.6%","38.8%","(X)","94.3%","44.9%","(X)","95.2%","47.5%","(X)","95.1%","38.6%","(X)","89.9%","30.5%","","(X)","93.8%","39.1%","(X)","93.9%","39.1%","(X)","91.0%","15.4%","(X)","N","N","(X)","85.5%","44.2%","(X)","N","N","(X)","N","N","(X)","95.2%","32.9%","(X)","78.8%","31.9%","","29.3%","12.4%","13.4%","5.0%","","(X)","(X)","(X)","(X)","(X)","(X)"
"Virginia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","823,075","87,711","251,929","377,064","106,371","5,721,173","247,576","366,738","1,372,836","1,116,669","438,669","1,241,751","936,934","(X)","(X)","1,152,326","1,065,540","473,137","1,094,657","999,750","470,353","2,246,145","2,014,882","851,257","1,228,045","1,026,687","383,938","","4,027,719","3,668,329","1,635,509","3,757,704","3,465,110","1,563,590","1,050,527","902,707","244,718","16,576","14,502","4,363","367,796","325,623","218,907","5,534","4,631","1,589","133,859","83,804","22,632","119,162","107,263","50,967","426,580","306,119","100,715","","(X)","(X)","(X)","(X)","","42,006","23,061","30,524","36,778","56,324","80,559"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","10.7%","30.6%","45.8%","12.9%","(X)","4.3%","6.4%","24.0%","19.5%","7.7%","21.7%","16.4%","89.3%","38.1%","(X)","92.5%","41.1%","(X)","91.3%","43.0%","(X)","89.7%","37.9%","(X)","83.6%","31.3%","","(X)","91.1%","40.6%","(X)","92.2%","41.6%","(X)","85.9%","23.3%","(X)","87.5%","26.3%","(X)","88.5%","59.5%","(X)","83.7%","28.7%","(X)","62.6%","16.9%","(X)","90.0%","42.8%","(X)","71.8%","23.6%","","21.8%","12.1%","8.0%","3.3%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","425,937","50,711","142,467","185,868","46,891","2,754,728","128,408","190,128","685,632","527,275","178,585","578,508","466,192","(X)","(X)","577,066","527,757","209,331","545,175","492,270","212,121","1,090,769","960,198","418,109","541,718","455,967","205,139","","1,959,071","1,765,635","798,920","1,824,941","1,666,994","766,217","487,517","414,039","101,971","7,712","6,331","1,722","166,093","151,918","106,269","2,424","2,310","886","75,042","44,897","10,873","56,869","51,062","24,059","219,825","152,705","45,905","","(X)","(X)","(X)","(X)","","50,632","27,796","35,687","43,396","72,263","101,474"
"    Percent Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","11.9%","33.4%","43.6%","11.0%","(X)","4.7%","6.9%","24.9%","19.1%","6.5%","21.0%","16.9%","88.4%","37.9%","(X)","91.5%","36.3%","(X)","90.3%","38.9%","(X)","88.0%","38.3%","(X)","84.2%","37.9%","","(X)","90.1%","40.8%","(X)","91.3%","42.0%","(X)","84.9%","20.9%","(X)","82.1%","22.3%","(X)","91.5%","64.0%","(X)","95.3%","36.6%","(X)","59.8%","14.5%","(X)","89.8%","42.3%","(X)","69.5%","20.9%","","17.7%","10.3%","6.2%","2.8%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","397,138","37,000","109,462","191,196","59,480","2,966,445","119,168","176,610","687,204","589,394","260,084","663,243","470,742","(X)","(X)","575,260","537,783","263,806","549,482","507,480","258,232","1,155,376","1,054,684","433,148","686,327","570,720","178,799","","2,068,648","1,902,694","836,589","1,932,763","1,798,116","797,373","563,010","488,668","142,747","8,864","8,171","2,641","201,703","173,705","112,638","3,110","2,321","703","58,817","38,907","11,759","62,293","56,201","26,908","206,755","153,414","54,810","","(X)","(X)","(X)","(X)","","36,044","17,450","24,588","31,121","45,901","61,735"
"    Percent Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","9.3%","27.6%","48.1%","15.0%","(X)","4.0%","6.0%","23.2%","19.9%","8.8%","22.4%","15.9%","90.0%","38.2%","(X)","93.5%","45.9%","(X)","92.4%","47.0%","(X)","91.3%","37.5%","(X)","83.2%","26.1%","","(X)","92.0%","40.4%","(X)","93.0%","41.3%","(X)","86.8%","25.4%","(X)","92.2%","29.8%","(X)","86.1%","55.8%","(X)","74.6%","22.6%","(X)","66.1%","20.0%","(X)","90.2%","43.2%","(X)","74.2%","26.5%","","26.1%","13.9%","9.5%","3.7%","","(X)","(X)","(X)","(X)","(X)","(X)"
"Washington","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","662,384","100,490","201,749","280,925","79,220","4,996,555","192,181","266,656","1,111,786","1,178,772","491,450","1,098,509","657,201","(X)","(X)","1,074,803","987,942","400,634","944,034","846,384","363,340","1,898,905","1,732,782","641,749","1,078,813","970,610","349,987","","3,954,098","3,687,273","1,407,567","3,720,765","3,523,553","1,365,104","169,496","145,542","42,699","56,970","47,515","7,783","426,803","372,510","224,252","29,505","24,898","3,427","183,132","100,309","19,353","176,551","159,671","50,629","450,014","291,134","68,709","","(X)","(X)","(X)","(X)","","41,887","25,151","32,077","37,295","58,262","72,335"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","15.2%","30.5%","42.4%","12.0%","(X)","3.8%","5.3%","22.3%","23.6%","9.8%","22.0%","13.2%","90.8%","35.1%","(X)","91.9%","37.3%","(X)","89.7%","38.5%","(X)","91.3%","33.8%","(X)","90.0%","32.4%","","(X)","93.3%","35.6%","(X)","94.7%","36.7%","(X)","85.9%","25.2%","(X)","83.4%","13.7%","(X)","87.3%","52.5%","(X)","84.4%","11.6%","(X)","54.8%","10.6%","(X)","90.4%","28.7%","(X)","64.7%","15.3%","","21.6%","12.3%","9.3%","4.3%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","344,153","55,793","117,963","134,185","36,212","2,462,437","93,372","143,204","568,571","571,404","219,787","536,032","330,067","(X)","(X)","554,725","502,431","186,126","475,982","421,967","168,653","940,278","853,001","319,250","491,452","448,462","192,070","","1,953,217","1,809,781","699,373","1,832,341","1,728,329","679,636","92,610","80,875","23,540","28,290","23,076","2,729","188,258","169,263","106,747","13,936","11,765","1,649","98,216","52,116","8,954","87,910","78,985","23,107","234,762","145,531","31,326","","(X)","(X)","(X)","(X)","","51,059","29,357","40,056","46,501","73,094","91,609"
"    Percent Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","16.2%","34.3%","39.0%","10.5%","(X)","3.8%","5.8%","23.1%","23.2%","8.9%","21.8%","13.4%","90.4%","35.2%","(X)","90.6%","33.6%","(X)","88.7%","35.4%","(X)","90.7%","34.0%","(X)","91.3%","39.1%","","(X)","92.7%","35.8%","(X)","94.3%","37.1%","(X)","87.3%","25.4%","(X)","81.6%","9.6%","(X)","89.9%","56.7%","(X)","84.4%","11.8%","(X)","53.1%","9.1%","(X)","89.8%","26.3%","(X)","62.0%","13.3%","","18.4%","10.9%","8.2%","3.8%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","318,231","44,697","83,786","146,740","43,008","2,534,118","98,809","123,452","543,215","607,368","271,663","562,477","327,134","(X)","(X)","520,078","485,511","214,508","468,052","424,417","194,687","958,627","879,781","322,499","587,361","522,148","157,917","","2,000,881","1,877,492","708,194","1,888,424","1,795,224","685,468","76,886","64,667","19,159","28,680","24,439","5,054","238,545","203,247","117,505","15,569","13,133","1,778","84,916","48,193","10,399","88,641","80,686","27,522","215,252","145,603","37,383","","(X)","(X)","(X)","(X)","","34,216","19,044","25,866","30,751","45,481","60,713"
"    Percent Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","14.0%","26.3%","46.1%","13.5%","(X)","3.9%","4.9%","21.4%","24.0%","10.7%","22.2%","12.9%","91.2%","35.1%","(X)","93.4%","41.2%","(X)","90.7%","41.6%","(X)","91.8%","33.6%","(X)","88.9%","26.9%","","(X)","93.8%","35.4%","(X)","95.1%","36.3%","(X)","84.1%","24.9%","(X)","85.2%","17.6%","(X)","85.2%","49.3%","(X)","84.4%","11.4%","(X)","56.8%","12.2%","(X)","91.0%","31.0%","(X)","67.6%","17.4%","","24.8%","13.7%","10.3%","4.7%","","(X)","(X)","(X)","(X)","(X)","(X)"
"West Virginia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","162,462","20,307","56,707","72,301","13,147","1,291,757","57,435","123,866","512,228","233,677","95,794","162,243","106,514","(X)","(X)","216,104","194,683","55,524","222,599","200,169","55,426","509,279","443,373","99,810","343,775","272,231","57,997","","1,217,471","1,046,117","249,514","1,208,012","1,038,888","247,670","45,474","40,059","8,714","2,637","1,388","125","9,521","9,226","6,377","N","N","N","4,693","3,646","1,153","11,557","9,788","2,869","13,952","10,482","2,382","","(X)","(X)","(X)","(X)","","31,970","20,512","26,122","31,038","42,318","54,743"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","12.5%","34.9%","44.5%","8.1%","(X)","4.4%","9.6%","39.7%","18.1%","7.4%","12.6%","8.2%","86.0%","20.8%","(X)","90.1%","25.7%","(X)","89.9%","24.9%","(X)","87.1%","19.6%","(X)","79.2%","16.9%","","(X)","85.9%","20.5%","(X)","86.0%","20.5%","(X)","88.1%","19.2%","(X)","52.6%","4.7%","(X)","96.9%","67.0%","(X)","N","N","(X)","77.7%","24.6%","(X)","84.7%","24.8%","(X)","75.1%","17.1%","","29.7%","16.7%","12.0%","4.7%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","84,919","11,833","33,665","34,703","4,718","624,998","31,385","67,732","255,709","108,204","35,274","77,726","48,968","(X)","(X)","107,972","96,202","25,654","112,083","99,461","24,374","250,129","209,688","46,813","154,814","120,530","29,853","","587,568","494,229","117,677","583,469","491,198","116,604","24,134","20,845","3,860","1,301","630","0","4,146","4,051","3,341","N","N","N","2,567","2,003","698","5,111","3,952","1,113","6,417","4,566","1,236","","(X)","(X)","(X)","(X)","","40,354","26,041","32,837","41,313","51,796","70,911"
"    Percent Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","13.9%","39.6%","40.9%","5.6%","(X)","5.0%","10.8%","40.9%","17.3%","5.6%","12.4%","7.8%","84.1%","20.3%","(X)","89.1%","23.8%","(X)","88.7%","21.7%","(X)","83.8%","18.7%","(X)","77.9%","19.3%","","(X)","84.1%","20.0%","(X)","84.2%","20.0%","(X)","86.4%","16.0%","(X)","48.4%","0.0%","(X)","97.7%","80.6%","(X)","N","N","(X)","78.0%","27.2%","(X)","77.3%","21.8%","(X)","71.2%","19.3%","","25.7%","14.0%","9.1%","4.9%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","77,543","8,474","23,042","37,598","8,429","666,759","26,050","56,134","256,519","125,473","60,520","84,517","57,546","(X)","(X)","108,132","98,481","29,870","110,516","100,708","31,052","259,150","233,685","52,997","188,961","151,701","28,144","","629,903","551,888","131,837","624,543","547,690","131,066","21,340","19,214","4,854","1,336","758","125","5,375","5,175","3,036","N","N","N","2,126","1,643","455","6,446","5,836","1,756","7,535","5,916","1,146","","(X)","(X)","(X)","(X)","","26,243","14,564","21,189","24,732","37,040","48,278"
"    Percent Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","10.9%","29.7%","48.5%","10.9%","(X)","3.9%","8.4%","38.5%","18.8%","9.1%","12.7%","8.6%","87.7%","21.3%","(X)","91.1%","27.6%","(X)","91.1%","28.1%","(X)","90.2%","20.5%","(X)","80.3%","14.9%","","(X)","87.6%","20.9%","(X)","87.7%","21.0%","(X)","90.0%","22.7%","(X)","56.7%","9.4%","(X)","96.3%","56.5%","(X)","N","N","(X)","77.3%","21.4%","(X)","90.5%","27.2%","(X)","78.5%","15.2%","","34.6%","19.3%","14.3%","4.6%","","(X)","(X)","(X)","(X)","(X)","(X)"
"Wisconsin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","560,389","60,137","177,350","258,286","64,616","3,933,329","106,804","210,940","1,222,607","812,391","420,412","758,503","401,672","(X)","(X)","730,022","681,539","260,404","685,711","633,986","237,199","1,590,335","1,478,829","440,332","927,261","821,231","222,240","","3,489,696","3,260,423","1,061,273","3,375,616","3,177,030","1,040,667","208,081","170,641","31,364","32,447","27,386","5,325","90,165","74,901","43,497","N","N","N","67,221","41,910","5,510","44,569","39,548","12,979","192,070","132,727","28,219","","(X)","(X)","(X)","(X)","","38,599","24,238","31,233","36,035","50,323","62,487"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","10.7%","31.6%","46.1%","11.5%","(X)","2.7%","5.4%","31.1%","20.7%","10.7%","19.3%","10.2%","91.9%","29.5%","(X)","93.4%","35.7%","(X)","92.5%","34.6%","(X)","93.0%","27.7%","(X)","88.6%","24.0%","","(X)","93.4%","30.4%","(X)","94.1%","30.8%","(X)","82.0%","15.1%","(X)","84.4%","16.4%","(X)","83.1%","48.2%","(X)","N","N","(X)","62.3%","8.2%","(X)","88.7%","29.1%","(X)","69.1%","14.7%","","23.4%","10.6%","8.8%","3.6%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","285,358","33,973","99,963","123,973","27,449","1,930,548","54,821","121,637","621,719","399,169","192,139","350,319","190,744","(X)","(X)","373,194","344,418","116,710","349,691","318,880","102,601","788,433","722,173","206,624","419,230","368,619","115,128","","1,716,861","1,587,904","496,534","1,656,630","1,544,341","486,687","98,431","76,659","11,623","15,863","12,457","2,642","42,773","36,575","21,525","N","N","N","34,989","21,102","2,668","21,190","19,061","6,002","99,921","67,871","13,237","","(X)","(X)","(X)","(X)","","45,581","28,105","37,247","44,683","61,259","75,101"
"    Percent Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","11.9%","35.0%","43.4%","9.6%","(X)","2.8%","6.3%","32.2%","20.7%","10.0%","18.1%","9.9%","90.9%","28.0%","(X)","92.3%","31.3%","(X)","91.2%","29.3%","(X)","91.6%","26.2%","(X)","87.9%","27.5%","","(X)","92.5%","28.9%","(X)","93.2%","29.4%","(X)","77.9%","11.8%","(X)","78.5%","16.7%","(X)","85.5%","50.3%","(X)","N","N","(X)","60.3%","7.6%","(X)","90.0%","28.3%","(X)","67.9%","13.2%","","19.8%","8.9%","7.2%","3.4%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","275,031","26,164","77,387","134,313","37,167","2,002,781","51,983","89,303","600,888","413,222","228,273","408,184","210,928","(X)","(X)","356,828","337,121","143,694","336,020","315,106","134,598","801,902","756,656","233,708","508,031","452,612","107,112","","1,772,835","1,672,519","564,739","1,718,986","1,632,689","553,980","109,650","93,982","19,741","16,584","14,929","2,683","47,392","38,326","21,972","N","N","N","32,232","20,808","2,842","23,379","20,487","6,977","92,149","64,856","14,982","","(X)","(X)","(X)","(X)","","31,607","19,477","24,607","30,075","41,599","55,505"
"    Percent Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
