"Label (Grouping)","AGE BY EDUCATIONAL ATTAINMENT","Population 18 to 24 years","Population 18 to 24 years!!Less than high school graduate","Population 18 to 24 years!!High school graduate (includes equivalency)","Population 18 to 24 years!!Some college or associate's degree","Population 18 to 24 years!!Bachelor's degree or higher","Population 25 years and over","Population 25 years and over!!Less than 9th grade","Population 25 years and over!!9th to 12th grade, no diploma","Population 25 years and over!!High school graduate (includes equivalency)","Population 25 years and over!!Some college, no degree","Population 25 years and over!!Associate's degree","Population 25 years and over!!Bachelor's degree","Population 25 years and over!!Graduate or professional degree","Percent high school graduate or higher","Percent bachelor's degree or higher","Population 25 to 34 years","Population 25 to 34 years!!High school graduate or higher","Population 25 to 34 years!!Bachelor's degree or higher","Population 35 to 44 years","Population 35 to 44 years!!High school graduate or higher","Population 35 to 44 years!!Bachelor's degree or higher","Population 45 to 64 years","Population 45 to 64 years!!High school graduate or higher","Population 45 to 64 years!!Bachelor's degree or higher","Population 65 years and over","Population 65 years and over!!High school graduate or higher","Population 65 years and over!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!Bachelor's degree or higher","White alone, not Hispanic or Latino","White alone, not Hispanic or Latino!!High school graduate or higher","White alone, not Hispanic or Latino!!Bachelor's degree or higher","Black alone","Black alone!!High school graduate or higher","Black alone!!Bachelor's degree or higher","American Indian or Alaska Native alone","American Indian or Alaska Native alone!!High school graduate or higher","American Indian or Alaska Native alone!!Bachelor's degree or higher","Asian alone","Asian alone!!High school graduate or higher","Asian alone!!Bachelor's degree or higher","Native Hawaiian and Other Pacific Islander alone","Native Hawaiian and Other Pacific Islander alone!!High school graduate or higher","Native Hawaiian and Other Pacific Islander alone!!Bachelor's degree or higher","Some other race alone","Some other race alone!!High school graduate or higher","Some other race alone!!Bachelor's degree or higher","Two or more races","Two or more races!!High school graduate or higher","Two or more races!!Bachelor's degree or higher","Hispanic or Latino Origin","Hispanic or Latino Origin!!High school graduate or higher","Hispanic or Latino Origin!!Bachelor's degree or higher","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency)","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Less than high school graduate","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!High school graduate (includes equivalency)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Some college or associate's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Bachelor's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Graduate or professional degree"
"        Estimate","","34,843","3,358","9,464","17,429","4,592","211,965","6,652","14,737","67,576","33,840","16,312","43,026","29,822","(X)","(X)","35,754","32,011","11,847","34,350","31,537","11,814","91,569","83,859","29,383","50,292","43,169","19,804","","203,165","184,283","70,043","201,138","182,537","69,425","2,166","1,867","1,010","753","475","34","2,280","1,586","775","N","N","N","N","N","N","2,843","1,681","540","2,377","2,084","777","","(X)","(X)","(X)","(X)","","41,377","29,187","36,005","38,966","50,748","66,856"
"    Percent Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","9.6%","27.2%","50.0%","13.2%","(X)","3.1%","7.0%","31.9%","16.0%","7.7%","20.3%","14.1%","89.9%","34.4%","(X)","89.5%","33.1%","(X)","91.8%","34.4%","(X)","91.6%","32.1%","(X)","85.8%","39.4%","","(X)","90.7%","34.5%","(X)","90.8%","34.5%","(X)","86.2%","46.6%","(X)","63.1%","4.5%","(X)","69.6%","34.0%","(X)","N","N","(X)","N","N","(X)","59.1%","19.0%","(X)","87.7%","32.7%","","20.4%","8.2%","6.7%","3.3%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","32,385","2,261","8,251","16,707","5,166","226,689","5,651","9,429","59,551","41,230","21,604","54,798","34,426","(X)","(X)","34,979","32,751","15,671","35,501","34,403","15,070","96,417","91,695","38,054","59,792","52,760","20,429","","217,097","203,815","86,006","214,886","201,864","85,044","1,840","1,755","498","1,057","1,038","96","2,864","2,185","1,337","N","N","N","N","N","N","2,973","2,138","892","3,165","2,725","1,260","","(X)","(X)","(X)","(X)","","31,876","13,401","24,739","33,670","32,958","47,024"
"    Percent Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","7.0%","25.5%","51.6%","16.0%","(X)","2.5%","4.2%","26.3%","18.2%","9.5%","24.2%","15.2%","93.3%","39.4%","(X)","93.6%","44.8%","(X)","96.9%","42.4%","(X)","95.1%","39.5%","(X)","88.2%","34.2%","","(X)","93.9%","39.6%","(X)","93.9%","39.6%","(X)","95.4%","27.1%","(X)","98.2%","9.1%","(X)","76.3%","46.7%","(X)","N","N","(X)","N","N","(X)","71.9%","30.0%","(X)","86.1%","39.8%","","25.7%","11.2%","9.3%","4.3%","","(X)","(X)","(X)","(X)","(X)","(X)"
"Virginia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","827,861","84,270","252,719","392,124","98,748","5,685,318","256,445","373,316","1,399,157","1,127,401","426,955","1,209,217","892,827","(X)","(X)","1,172,805","1,082,827","464,470","1,095,902","998,933","464,488","2,229,167","2,004,880","823,350","1,187,444","968,917","349,736","","4,025,399","3,651,632","1,582,785","3,753,743","3,453,731","1,512,410","1,046,000","882,391","238,676","14,504","12,642","3,607","361,659","324,898","212,299","3,179","2,869","870","117,021","74,662","18,199","117,556","106,463","45,608","418,669","297,466","96,357","","(X)","(X)","(X)","(X)","","41,361","22,657","29,674","35,656","55,799","78,049"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","10.2%","30.5%","47.4%","11.9%","(X)","4.5%","6.6%","24.6%","19.8%","7.5%","21.3%","15.7%","88.9%","37.0%","(X)","92.3%","39.6%","(X)","91.2%","42.4%","(X)","89.9%","36.9%","(X)","81.6%","29.5%","","(X)","90.7%","39.3%","(X)","92.0%","40.3%","(X)","84.4%","22.8%","(X)","87.2%","24.9%","(X)","89.8%","58.7%","(X)","90.2%","27.4%","(X)","63.8%","15.6%","(X)","90.6%","38.8%","(X)","71.1%","23.0%","","22.0%","12.0%","8.1%","3.3%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","426,987","49,034","144,733","194,283","38,937","2,742,819","134,611","193,314","692,753","530,771","175,696","565,156","450,518","(X)","(X)","591,551","539,613","208,555","546,013","489,396","216,224","1,080,825","954,245","400,114","524,430","431,640","190,781","","1,962,981","1,762,591","778,603","1,823,568","1,663,758","744,860","485,669","402,185","101,321","6,868","5,930","1,526","163,450","151,381","103,373","1,295","1,095","421","63,665","38,901","8,255","58,891","52,811","22,175","217,782","150,008","46,331","","(X)","(X)","(X)","(X)","","50,020","27,318","34,544","43,346","71,065","100,317"
"    Percent Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","11.5%","33.9%","45.5%","9.1%","(X)","4.9%","7.0%","25.3%","19.4%","6.4%","20.6%","16.4%","88.0%","37.0%","(X)","91.2%","35.3%","(X)","89.6%","39.6%","(X)","88.3%","37.0%","(X)","82.3%","36.4%","","(X)","89.8%","39.7%","(X)","91.2%","40.8%","(X)","82.8%","20.9%","(X)","86.3%","22.2%","(X)","92.6%","63.2%","(X)","84.6%","32.5%","(X)","61.1%","13.0%","(X)","89.7%","37.7%","(X)","68.9%","21.3%","","18.0%","9.7%","5.8%","2.9%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","400,874","35,236","107,986","197,841","59,811","2,942,499","121,834","180,002","706,404","596,630","251,259","644,061","442,309","(X)","(X)","581,254","543,214","255,915","549,889","509,537","248,264","1,148,342","1,050,635","423,236","663,014","537,277","158,955","","2,062,418","1,889,041","804,182","1,930,175","1,789,973","767,550","560,331","480,206","137,355","7,636","6,712","2,081","198,209","173,517","108,926","1,884","1,774","449","53,356","35,761","9,944","58,665","53,652","23,433","200,887","147,458","50,026","","(X)","(X)","(X)","(X)","","34,491","16,937","23,852","30,483","45,784","60,921"
"    Percent Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","8.8%","26.9%","49.4%","14.9%","(X)","4.1%","6.1%","24.0%","20.3%","8.5%","21.9%","15.0%","89.7%","36.9%","(X)","93.5%","44.0%","(X)","92.7%","45.1%","(X)","91.5%","36.9%","(X)","81.0%","24.0%","","(X)","91.6%","39.0%","(X)","92.7%","39.8%","(X)","85.7%","24.5%","(X)","87.9%","27.3%","(X)","87.5%","55.0%","(X)","94.2%","23.8%","(X)","67.0%","18.6%","(X)","91.5%","39.9%","(X)","73.4%","24.9%","","26.2%","14.1%","9.9%","3.7%","","(X)","(X)","(X)","(X)","(X)","(X)"
"Washington","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","669,067","92,652","209,996","296,796","69,623","4,889,314","191,853","256,378","1,127,649","1,171,141","471,400","1,059,707","611,186","(X)","(X)","1,050,364","958,369","373,612","926,769","837,347","345,156","1,875,555","1,715,294","621,964","1,036,626","930,073","330,161","","3,917,745","3,625,408","1,351,153","3,661,107","3,455,355","1,310,772","164,860","149,061","38,294","56,214","46,277","6,534","410,667","362,385","210,980","26,456","22,825","2,924","150,438","88,128","14,440","162,934","146,999","46,568","437,200","281,622","60,269","","(X)","(X)","(X)","(X)","","41,140","24,751","31,319","37,293","55,795","71,123"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","13.8%","31.4%","44.4%","10.4%","(X)","3.9%","5.2%","23.1%","24.0%","9.6%","21.7%","12.5%","90.8%","34.2%","(X)","91.2%","35.6%","(X)","90.4%","37.2%","(X)","91.5%","33.2%","(X)","89.7%","31.8%","","(X)","92.5%","34.5%","(X)","94.4%","35.8%","(X)","90.4%","23.2%","(X)","82.3%","11.6%","(X)","88.2%","51.4%","(X)","86.3%","11.1%","(X)","58.6%","9.6%","(X)","90.2%","28.6%","(X)","64.4%","13.8%","","22.4%","12.8%","9.9%","4.3%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","348,769","52,829","119,047","145,617","31,276","2,412,583","95,884","136,619","575,103","558,537","217,113","513,738","315,589","(X)","(X)","540,210","487,296","174,881","469,609","419,551","163,506","929,159","841,631","306,991","473,605","431,602","183,949","","1,936,752","1,779,358","675,887","1,803,392","1,693,494","657,118","90,344","82,917","21,080","28,417","23,053","2,528","183,781","167,881","100,181","12,960","11,387","1,693","80,954","45,219","6,671","79,375","70,265","21,287","228,429","141,140","27,305","","(X)","(X)","(X)","(X)","","50,075","28,505","37,320","46,504","70,177","90,717"
"    Percent Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","15.1%","34.1%","41.8%","9.0%","(X)","4.0%","5.7%","23.8%","23.2%","9.0%","21.3%","13.1%","90.4%","34.4%","(X)","90.2%","32.4%","(X)","89.3%","34.8%","(X)","90.6%","33.0%","(X)","91.1%","38.8%","","(X)","91.9%","34.9%","(X)","93.9%","36.4%","(X)","91.8%","23.3%","(X)","81.1%","8.9%","(X)","91.3%","54.5%","(X)","87.9%","13.1%","(X)","55.9%","8.2%","(X)","88.5%","26.8%","(X)","61.8%","12.0%","","19.3%","11.0%","8.4%","3.8%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","320,298","39,823","90,949","151,179","38,347","2,476,731","95,969","119,759","552,546","612,604","254,287","545,969","295,597","(X)","(X)","510,154","471,073","198,731","457,160","417,796","181,650","946,396","873,663","314,973","563,021","498,471","146,212","","1,980,993","1,846,050","675,266","1,857,715","1,761,861","653,654","74,516","66,144","17,214","27,797","23,224","4,006","226,886","194,504","110,799","13,496","11,438","1,231","69,484","42,909","7,769","83,559","76,734","25,281","208,771","140,482","32,964","","(X)","(X)","(X)","(X)","","32,776","19,638","24,674","30,737","44,389","58,794"
"    Percent Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","12.4%","28.4%","47.2%","12.0%","(X)","3.9%","4.8%","22.3%","24.7%","10.3%","22.0%","11.9%","91.3%","34.0%","(X)","92.3%","39.0%","(X)","91.4%","39.7%","(X)","92.3%","33.3%","(X)","88.5%","26.0%","","(X)","93.2%","34.1%","(X)","94.8%","35.2%","(X)","88.8%","23.1%","(X)","83.5%","14.4%","(X)","85.7%","48.8%","(X)","84.8%","9.1%","(X)","61.8%","11.2%","(X)","91.8%","30.3%","(X)","67.3%","15.8%","","25.7%","14.6%","11.2%","4.7%","","(X)","(X)","(X)","(X)","(X)","(X)"
"West Virginia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","164,334","18,997","61,194","71,040","13,103","1,300,347","58,050","124,065","529,290","244,509","90,019","152,256","102,158","(X)","(X)","217,874","197,532","57,056","230,444","210,834","49,498","515,668","450,405","95,396","336,361","259,461","52,464","","1,228,451","1,054,415","237,137","1,215,911","1,043,193","233,619","45,636","40,706","5,652","N","N","N","10,281","9,209","7,013","N","N","N","2,786","2,402","962","10,952","9,964","3,114","15,498","13,933","4,160","","(X)","(X)","(X)","(X)","","31,634","18,618","26,658","30,816","41,512","52,317"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","11.6%","37.2%","43.2%","8.0%","(X)","4.5%","9.5%","40.7%","18.8%","6.9%","11.7%","7.9%","86.0%","19.6%","(X)","90.7%","26.2%","(X)","91.5%","21.5%","(X)","87.3%","18.5%","(X)","77.1%","15.6%","","(X)","85.8%","19.3%","(X)","85.8%","19.2%","(X)","89.2%","12.4%","(X)","N","N","(X)","89.6%","68.2%","(X)","N","N","(X)","86.2%","34.5%","(X)","91.0%","28.4%","(X)","89.9%","26.8%","","28.9%","15.6%","13.0%","4.1%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","85,937","10,875","37,448","32,979","4,635","630,913","30,940","64,837","268,007","116,084","31,694","71,995","47,356","(X)","(X)","108,557","98,412","25,453","116,250","104,454","20,634","254,978","217,569","44,559","151,128","114,701","28,705","","593,945","502,795","111,146","587,059","496,479","109,060","24,202","20,964","2,701","N","N","N","4,434","4,205","3,312","N","N","N","2,385","2,167","826","4,923","4,360","976","8,990","8,202","2,483","","(X)","(X)","(X)","(X)","","39,828","23,884","34,013","40,341","53,355","63,858"
"    Percent Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","12.7%","43.6%","38.4%","5.4%","(X)","4.9%","10.3%","42.5%","18.4%","5.0%","11.4%","7.5%","84.8%","18.9%","(X)","90.7%","23.4%","(X)","89.9%","17.7%","(X)","85.3%","17.5%","(X)","75.9%","19.0%","","(X)","84.7%","18.7%","(X)","84.6%","18.6%","(X)","86.6%","11.2%","(X)","N","N","(X)","94.8%","74.7%","(X)","N","N","(X)","90.9%","34.6%","(X)","88.6%","19.8%","(X)","91.2%","27.6%","","25.7%","12.9%","9.8%","4.1%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","78,397","8,122","23,746","38,061","8,468","669,434","27,110","59,228","261,283","128,425","58,325","80,261","54,802","(X)","(X)","109,317","99,120","31,603","114,194","106,380","28,864","260,690","232,836","50,837","185,233","144,760","23,759","","634,506","551,620","125,991","628,852","546,714","124,559","21,434","19,742","2,951","N","N","N","5,847","5,004","3,701","N","N","N","401","235","136","6,029","5,604","2,138","6,508","5,731","1,677","","(X)","(X)","(X)","(X)","","26,183","13,926","20,838","25,615","35,903","48,198"
"    Percent Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","10.4%","30.3%","48.5%","10.8%","(X)","4.0%","8.8%","39.0%","19.2%","8.7%","12.0%","8.2%","87.1%","20.2%","(X)","90.7%","28.9%","(X)","93.2%","25.3%","(X)","89.3%","19.5%","(X)","78.2%","12.8%","","(X)","86.9%","19.9%","(X)","86.9%","19.8%","(X)","92.1%","13.8%","(X)","N","N","(X)","85.6%","63.3%","(X)","N","N","(X)","58.6%","33.9%","(X)","93.0%","35.5%","(X)","88.1%","25.8%","","32.4%","18.3%","15.5%","4.2%","","(X)","(X)","(X)","(X)","(X)","(X)"
"Wisconsin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","560,301","62,206","176,145","259,581","62,369","3,918,997","116,279","219,265","1,223,628","835,967","411,400","742,544","369,914","(X)","(X)","725,456","676,867","243,575","696,695","639,343","233,562","1,596,083","1,480,795","436,597","900,763","786,448","198,724","","3,491,244","3,239,464","1,022,969","3,369,492","3,158,534","1,007,490","203,699","166,122","27,499","33,706","29,244","3,943","89,609","75,401","39,550","1,280","1,060","399","56,526","33,656","5,722","42,933","38,506","12,376","188,555","122,559","22,321","","(X)","(X)","(X)","(X)","","37,222","22,730","30,884","35,361","47,383","61,217"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","11.1%","31.4%","46.3%","11.1%","(X)","3.0%","5.6%","31.2%","21.3%","10.5%","18.9%","9.4%","91.4%","28.4%","(X)","93.3%","33.6%","(X)","91.8%","33.5%","(X)","92.8%","27.4%","(X)","87.3%","22.1%","","(X)","92.8%","29.3%","(X)","93.7%","29.9%","(X)","81.6%","13.5%","(X)","86.8%","11.7%","(X)","84.1%","44.1%","(X)","82.8%","31.2%","(X)","59.5%","10.1%","(X)","89.7%","28.8%","(X)","65.0%","11.8%","","23.4%","10.7%","8.2%","3.6%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","283,999","35,345","100,221","122,933","25,500","1,921,412","59,117","120,004","622,022","405,454","193,215","348,822","172,778","(X)","(X)","369,768","340,228","107,067","353,127","320,115","103,935","794,622","729,011","205,463","403,895","352,937","105,135","","1,716,033","1,577,692","482,875","1,652,112","1,537,409","476,153","94,781","75,626","10,170","16,706","14,183","1,791","41,949","36,681","18,885","396","381","172","30,401","18,543","2,563","21,146","19,185","5,144","99,022","62,506","9,543","","(X)","(X)","(X)","(X)","","43,118","26,670","37,155","42,369","57,485","72,205"
