"Label (Grouping)","SEX AND AGE","SEX AND AGE!!Total population","SEX AND AGE!!Male","SEX AND AGE!!Female","SEX AND AGE!!Under 5 years","SEX AND AGE!!5 to 9 years","SEX AND AGE!!10 to 14 years","SEX AND AGE!!15 to 19 years","SEX AND AGE!!20 to 24 years","SEX AND AGE!!25 to 34 years","SEX AND AGE!!35 to 44 years","SEX AND AGE!!45 to 54 years","SEX AND AGE!!55 to 59 years","SEX AND AGE!!60 to 64 years","SEX AND AGE!!65 to 74 years","SEX AND AGE!!75 to 84 years","SEX AND AGE!!85 years and over","SEX AND AGE!!Median age (years)","SEX AND AGE!!18 years and over","SEX AND AGE!!21 years and over","SEX AND AGE!!62 years and over","SEX AND AGE!!65 years and over","SEX AND AGE!!18 years and over","SEX AND AGE!!Male","SEX AND AGE!!Female","SEX AND AGE!!65 years and over","SEX AND AGE!!Male","SEX AND AGE!!Female","RACE","RACE!!Total population","RACE!!One race","RACE!!Two or more races","RACE!!One race","RACE!!One race!!White","RACE!!One race!!Black or African American","RACE!!One race!!American Indian and Alaska Native","RACE!!One race!!American Indian and Alaska Native!!Cherokee tribal grouping","RACE!!One race!!American Indian and Alaska Native!!Chippewa tribal grouping","RACE!!One race!!American Indian and Alaska Native!!Navajo tribal grouping","RACE!!One race!!American Indian and Alaska Native!!Sioux tribal grouping","RACE!!One race!!Asian","RACE!!One race!!Asian!!Asian Indian","RACE!!One race!!Asian!!Chinese","RACE!!One race!!Asian!!Filipino","RACE!!One race!!Asian!!Japanese","RACE!!One race!!Asian!!Korean","RACE!!One race!!Asian!!Vietnamese","RACE!!One race!!Asian!!Other Asian","RACE!!One race!!Native Hawaiian and Other Pacific Islander","RACE!!One race!!Native Hawaiian and Other Pacific Islander!!Native Hawaiian","RACE!!One race!!Native Hawaiian and Other Pacific Islander!!Guamanian or Chamorro","RACE!!One race!!Native Hawaiian and Other Pacific Islander!!Samoan","RACE!!One race!!Native Hawaiian and Other Pacific Islander!!Other Pacific Islander","RACE!!One race!!Some other race","RACE!!Two or more races","RACE!!Two or more races!!White and Black or African American","RACE!!Two or more races!!White and American Indian and Alaska Native","RACE!!Two or more races!!White and Asian","RACE!!Two or more races!!Black or African American and American Indian and Alaska Native","RACE!!Race alone or in combination with one or more other races","RACE!!Race alone or in combination with one or more other races!!Total population","RACE!!White","RACE!!Black or African American","RACE!!American Indian and Alaska Native","RACE!!Asian","RACE!!Native Hawaiian and Other Pacific Islander","RACE!!Some other race","HISPANIC OR LATINO AND RACE","HISPANIC OR LATINO AND RACE!!Total population","HISPANIC OR LATINO AND RACE!!Hispanic or Latino (of any race)","HISPANIC OR LATINO AND RACE!!Hispanic or Latino (of any race)!!Mexican","HISPANIC OR LATINO AND RACE!!Hispanic or Latino (of any race)!!Puerto Rican","HISPANIC OR LATINO AND RACE!!Hispanic or Latino (of any race)!!Cuban","HISPANIC OR LATINO AND RACE!!Hispanic or Latino (of any race)!!Other Hispanic or Latino","HISPANIC OR LATINO AND RACE!!Not Hispanic or Latino","HISPANIC OR LATINO AND RACE!!Not Hispanic or Latino!!White alone","HISPANIC OR LATINO AND RACE!!Not Hispanic or Latino!!Black or African American alone","HISPANIC OR LATINO AND RACE!!Not Hispanic or Latino!!American Indian and Alaska Native alone","HISPANIC OR LATINO AND RACE!!Not Hispanic or Latino!!Asian alone","HISPANIC OR LATINO AND RACE!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","HISPANIC OR LATINO AND RACE!!Not Hispanic or Latino!!Some other race alone","HISPANIC OR LATINO AND RACE!!Not Hispanic or Latino!!Two or more races","HISPANIC OR LATINO AND RACE!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","HISPANIC OR LATINO AND RACE!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and Three or more races","HISPANIC OR LATINO AND RACE!!Total housing units"
"    2012 Estimate","","8,185,867","49.0%","51.0%","6.2%","6.3%","6.4%","6.8%","7.1%","13.9%","13.5%","14.6%","6.5%","5.8%","7.6%","3.8%","1.6%","37.5","77.3%","72.9%","16.3%","13.0%","6,331,235","48.5%","51.5%","1,062,133","43.5%","56.5%","","8,185,867","96.8%","3.2%","96.8%","69.2%","19.3%","0.3%","0.1%","0.0%","0.0%","0.0%","5.7%","1.3%","0.8%","0.9%","0.1%","0.8%","0.7%","1.1%","0.1%","0.0%","0.0%","0.0%","0.0%","2.3%","3.2%","0.9%","0.4%","0.8%","0.2%","","8,185,867","71.8%","20.8%","1.1%","6.9%","0.2%","2.7%","","8,185,867","8.4%","2.1%","1.1%","0.2%","5.0%","91.6%","63.9%","18.9%","0.2%","5.7%","0.1%","0.2%","2.6%","0.1%","2.5%","3,398,389"
"    2011 Estimate","","8,096,604","49.1%","50.9%","6.3%","6.4%","6.4%","6.8%","7.2%","13.6%","13.7%","14.9%","6.4%","5.9%","7.1%","3.8%","1.6%","37.6","77.1%","72.6%","15.9%","12.5%","6,243,511","48.5%","51.5%","1,010,335","43.3%","56.7%","","8,096,604","97.0%","3.0%","97.0%","69.4%","19.5%","0.3%","0.0%","0.0%","0.0%","0.0%","5.6%","1.4%","0.7%","0.8%","0.1%","1.0%","0.7%","0.9%","0.1%","0.0%","0.0%","0.0%","0.0%","2.1%","3.0%","0.9%","0.3%","0.8%","0.1%","","8,096,604","71.9%","21.0%","1.0%","6.7%","0.2%","2.6%","","8,096,604","8.0%","2.0%","1.0%","0.2%","4.9%","92.0%","64.3%","19.2%","0.2%","5.6%","0.1%","0.2%","2.4%","0.1%","2.3%","3,387,801"
"    2012 - 2011 Statistical Significance","","c","","","*","","","","","*","*","*","","","*","","","","*","*","*","*","*","","","*","","","","c","*","*","*","","*","","","","","","","","*","","*","","","","","","","","*","","*","","*","","","","c","","*","","*","","","","c","*","","*","","","*","*","*","*","*","","","*","","","*"
"    2010 Estimate","","8,024,617","49.1%","50.9%","6.3%","6.3%","6.5%","7.0%","7.0%","13.5%","14.0%","15.1%","6.3%","5.7%","6.9%","3.8%","1.5%","37.5","76.9%","72.2%","15.5%","12.2%","6,170,996","48.4%","51.6%","980,275","43.2%","56.8%","","8,024,617","97.3%","2.7%","97.3%","69.5%","19.6%","0.3%","0.1%","0.0%","0.0%","0.0%","5.5%","1.3%","0.8%","0.8%","0.1%","0.9%","0.7%","0.9%","0.1%","0.0%","0.0%","0.0%","0.0%","2.4%","2.7%","0.8%","0.3%","0.7%","0.1%","","8,024,617","71.7%","20.8%","0.9%","6.5%","0.3%","2.8%","","8,024,617","7.9%","2.0%","0.9%","0.2%","4.7%","92.1%","64.7%","19.2%","0.2%","5.4%","0.1%","0.2%","2.3%","0.1%","2.2%","3,368,674"
"    2012 - 2010 Statistical Significance","","c","","","*","","","*","","*","*","*","*","","*","","*","","*","*","*","*","*","","","*","*","*","","c","*","*","*","*","*","","","*","","","*","","","*","","","","*","","","","","","","*","","*","","","","c","","","*","*","","","","c","*","","*","","*","*","*","*","","*","","","*","","*","*"
"    2009 Estimate","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    2012 - 2009 Statistical Significance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    2008 Estimate","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    2012 - 2008 Statistical Significance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Washington","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    2012 Estimate","","6,897,012","49.9%","50.1%","6.4%","6.2%","6.5%","6.5%","7.0%","14.1%","13.3%","14.0%","6.7%","6.1%","7.6%","3.8%","1.7%","37.5","77.0%","73.0%","16.7%","13.2%","5,311,983","49.5%","50.5%","907,618","45.2%","54.8%","","6,897,012","95.0%","5.0%","95.0%","78.3%","3.6%","1.4%","0.1%","0.0%","0.0%","0.0%","7.4%","1.0%","1.6%","1.4%","0.6%","0.8%","1.0%","1.0%","0.6%","0.1%","0.1%","0.2%","0.2%","3.7%","5.0%","0.8%","1.2%","1.4%","0.1%","","6,897,012","82.7%","5.0%","3.0%","9.5%","1.2%","4.3%","","6,897,012","11.7%","9.4%","0.4%","0.1%","1.8%","88.3%","71.4%","3.5%","1.2%","7.3%","0.6%","0.1%","4.1%","0.1%","4.1%","2,914,775"
"    2011 Estimate","","6,830,038","49.9%","50.1%","6.4%","6.3%","6.5%","6.6%","7.1%","14.1%","13.4%","14.3%","6.7%","6.1%","7.1%","3.8%","1.8%","37.3","76.9%","72.7%","16.2%","12.6%","5,249,796","49.5%","50.5%","861,243","44.8%","55.2%","","6,830,038","95.3%","4.7%","95.3%","78.4%","3.5%","1.3%","0.1%","0.1%","0.0%","0.0%","7.3%","0.9%","1.6%","1.3%","0.5%","0.8%","1.1%","1.2%","0.6%","0.1%","0.1%","0.2%","0.2%","4.1%","4.7%","0.9%","1.1%","1.2%","0.1%","","6,830,038","82.6%","4.9%","2.9%","9.1%","1.1%","4.6%","","6,830,038","11.6%","9.5%","0.4%","0.1%","1.6%","88.4%","71.9%","3.4%","1.2%","7.3%","0.6%","0.2%","3.9%","0.1%","3.8%","2,907,605"
"    2012 - 2011 Statistical Significance","","c","","","*","","","*","","","*","*","","","*","","","*","*","*","*","*","*","","","*","*","*","","c","*","*","*","","","","","","","","","","","","","","","*","","","","","","*","*","","","*","","","c","","","","*","","*","","c","c","","","","*","c","*","","","","","","*","","*","*"
"    2010 Estimate","","6,744,496","49.8%","50.2%","6.5%","6.5%","6.5%","6.8%","7.0%","13.9%","13.5%","14.6%","6.7%","5.8%","6.8%","3.7%","1.8%","37.2","76.5%","72.2%","15.6%","12.3%","5,160,913","49.4%","50.6%","830,378","44.6%","55.4%","","6,744,496","95.5%","4.5%","95.5%","78.7%","3.5%","1.5%","0.0%","0.0%","0.0%","0.0%","7.2%","0.8%","1.4%","1.3%","0.5%","0.9%","1.0%","1.1%","0.6%","0.1%","0.2%","0.2%","0.1%","4.0%","4.5%","0.8%","1.1%","1.2%","0.1%","","6,744,496","82.6%","4.8%","2.9%","9.0%","1.1%","4.6%","","6,744,496","11.3%","9.3%","0.4%","0.1%","1.5%","88.7%","72.5%","3.4%","1.3%","7.1%","0.6%","0.1%","3.7%","0.1%","3.6%","2,888,594"
"    2012 - 2010 Statistical Significance","","c","*","*","*","*","","*","","*","*","*","","*","*","*","","*","*","*","*","*","*","*","*","*","*","*","","c","*","*","*","*","","","","","*","","*","*","*","","","","","","","","","","","*","*","","*","*","","","c","","*","","*","*","","","c","*","","","","*","*","*","","","*","","","*","","*","*"
"    2009 Estimate","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    2012 - 2009 Statistical Significance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    2008 Estimate","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    2012 - 2008 Statistical Significance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"West Virginia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    2012 Estimate","","1,855,413","49.1%","50.9%","5.7%","5.7%","5.9%","6.0%","6.9%","11.8%","12.4%","14.2%","7.4%","7.3%","9.5%","5.2%","2.0%","41.5","79.3%","75.1%","20.9%","16.8%","1,471,193","48.7%","51.3%","311,104","44.4%","55.6%","","1,855,413","98.1%","1.9%","98.1%","93.7%","3.3%","0.1%","N","N","N","N","0.7%","0.1%","0.2%","0.1%","0.0%","0.1%","0.0%","0.1%","0.0%","N","N","N","N","0.2%","1.9%","0.5%","0.9%","0.2%","0.1%","","1,855,413","95.4%","4.1%","1.3%","0.8%","0.1%","0.3%","","1,855,413","1.3%","0.5%","0.2%","0.0%","0.5%","98.7%","92.8%","3.3%","0.1%","0.6%","0.0%","0.1%","1.8%","0.0%","1.8%","882,800"
"    2011 Estimate","","1,855,364","49.3%","50.7%","5.6%","5.7%","5.9%","6.5%","6.6%","11.7%","12.6%","14.5%","7.6%","7.1%","9.0%","5.3%","2.0%","41.4","79.2%","74.9%","20.4%","16.2%","1,468,533","48.7%","51.3%","301,317","43.8%","56.2%","","1,855,364","97.9%","2.1%","97.9%","93.9%","3.0%","0.2%","N","N","N","N","0.6%","0.2%","0.1%","0.1%","0.0%","0.1%","0.1%","0.1%","0.0%","N","N","N","N","0.2%","2.1%","0.8%","0.8%","0.2%","0.1%","","1,855,364","95.8%","4.0%","1.2%","0.8%","0.0%","0.3%","","1,855,364","1.1%","0.6%","0.2%","0.0%","0.4%","98.9%","93.1%","3.0%","0.1%","0.6%","0.0%","0.1%","2.0%","0.0%","1.9%","881,821"
"    2012 - 2011 Statistical Significance","","c","","","","","","*","*","","","*","","","*","","","","*","","*","*","*","","","*","*","*","","c","","","","*","*","","","","","","","","*","","","","","","","","","","","","","*","","","","","c","*","","","","","","","c","*","","","*","*","*","*","*","","","","","","","","*"
"    2010 Estimate","","1,853,973","49.3%","50.7%","5.5%","5.8%","5.9%","6.6%","6.4%","11.8%","12.9%","14.7%","7.6%","6.8%","8.9%","5.3%","2.0%","41.2","79.1%","74.7%","19.8%","16.1%","1,467,290","48.7%","51.3%","298,606","43.5%","56.5%","","1,853,973","98.0%","2.0%","98.0%","93.9%","3.1%","0.2%","N","N","N","N","0.6%","0.1%","0.2%","0.1%","0.0%","0.0%","0.1%","0.1%","0.0%","N","N","N","N","0.3%","2.0%","0.7%","0.9%","0.1%","0.0%","","1,853,973","95.7%","4.0%","1.2%","0.8%","0.1%","0.4%","","1,853,973","1.2%","0.5%","0.2%","0.0%","0.5%","98.8%","93.2%","3.1%","0.2%","0.6%","0.0%","0.0%","1.7%","0.0%","1.7%","882,213"
"    2012 - 2010 Statistical Significance","","c","","","*","","","*","*","","*","*","","*","*","","","*","*","*","*","*","*","","","*","*","*","","c","","","","*","","","","","","","","*","","","","","","","","","","","","","","","","*","*","","c","*","","","","","","","c","","","","","","","*","","","","","","","","","*"
"    2009 Estimate","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    2012 - 2009 Statistical Significance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    2008 Estimate","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    2012 - 2008 Statistical Significance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Wisconsin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    2012 Estimate","","5,726,398","49.6%","50.4%","6.1%","6.5%","6.5%","6.8%","6.8%","12.8%","12.2%","14.9%","7.0%","6.0%","7.7%","4.6%","2.1%","38.8","77.0%","72.6%","17.9%","14.4%","4,409,648","49.2%","50.8%","824,030","44.0%","56.0%","","5,726,398","98.0%","2.0%","98.0%","86.7%","6.3%","0.9%","0.0%","0.3%","0.0%","0.0%","2.4%","0.4%","0.4%","0.1%","0.0%","0.2%","0.1%","1.2%","0.0%","0.0%","0.0%","0.0%","0.0%","1.7%","2.0%","0.7%","0.5%","0.3%","0.1%","","5,726,398","88.6%","7.2%","1.6%","2.8%","0.1%","2.0%","","5,726,398","6.2%","4.5%","0.9%","0.1%","0.6%","93.8%","82.8%","6.2%","0.8%","2.4%","0.0%","0.1%","1.6%","0.1%","1.6%","2,632,625"
"    2011 Estimate","","5,711,767","49.6%","50.4%","6.1%","6.4%","6.7%","7.0%","6.8%","12.8%","12.4%","15.1%","6.9%","6.0%","7.2%","4.6%","2.1%","38.7","76.8%","72.3%","17.4%","13.9%","4,387,367","49.2%","50.8%","792,214","43.6%","56.4%","","5,711,767","98.0%","2.0%","98.0%","87.2%","6.2%","0.8%","0.0%","0.3%","0.0%","0.0%","2.3%","0.5%","0.3%","0.1%","0.0%","0.1%","0.1%","1.1%","0.0%","0.0%","0.0%","0.0%","0.0%","1.4%","2.0%","0.6%","0.5%","0.3%","0.1%","","5,711,767","89.0%","7.1%","1.6%","2.7%","0.1%","1.6%","","5,711,767","6.0%","4.4%","0.9%","0.1%","0.7%","94.0%","83.0%","6.1%","0.8%","2.3%","0.0%","0.1%","1.7%","0.0%","1.6%","2,634,806"
"    2012 - 2011 Statistical Significance","","c","","","","","*","*","","","*","*","","","*","","","","*","*","*","*","*","","","*","*","*","","c","","","","*","","*","*","","","","*","","","","","*","","","","","","","","*","","","","","","","c","*","","","*","*","*","","c","*","","","","","*","*","","","*","","","","","","*"
"    2010 Estimate","","5,691,047","49.7%","50.3%","6.2%","6.4%","6.7%","7.1%","6.8%","12.6%","12.7%","15.3%","7.0%","5.4%","7.1%","4.5%","2.1%","38.5","76.5%","72.1%","16.8%","13.7%","4,354,839","49.2%","50.8%","779,510","43.5%","56.5%","","5,691,047","97.9%","2.1%","97.9%","87.0%","6.2%","0.8%","0.0%","0.3%","0.0%","0.0%","2.3%","0.3%","0.3%","0.1%","0.0%","0.2%","0.1%","1.2%","0.0%","0.0%","0.0%","0.0%","0.0%","1.6%","2.1%","0.6%","0.6%","0.3%","0.1%","","5,691,047","88.9%","7.0%","1.7%","2.7%","0.1%","1.9%","","5,691,047","5.9%","4.4%","0.9%","0.1%","0.6%","94.1%","83.3%","6.1%","0.8%","2.2%","0.0%","0.1%","1.7%","0.0%","1.6%","2,625,477"
"    2012 - 2010 Statistical Significance","","c","","","*","","*","*","","*","*","*","","*","*","","","*","*","*","*","*","*","","","*","*","*","","c","","","","*","","*","*","","","","*","","","","","","","","","*","","","","","","*","","","","","c","*","*","","","","","","c","*","","","","","*","*","","*","*","","","","","","*"
"    2009 Estimate","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    2012 - 2009 Statistical Significance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    2008 Estimate","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    2012 - 2008 Statistical Significance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Wyoming","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    2012 Estimate","","576,412","50.8%","49.2%","6.6%","6.7%","6.7%","6.7%","7.2%","13.9%","12.0%","13.5%","7.4%","6.3%","7.6%","3.9%","1.6%","36.9","76.3%","71.7%","16.4%","13.0%","439,802","50.6%","49.4%","75,050","46.8%","53.2%","","576,412","96.9%","3.1%","96.9%","90.9%","1.0%","2.1%","0.0%","0.1%","0.0%","0.2%","1.0%","0.2%","0.3%","0.1%","0.1%","0.2%","0.0%","0.1%","0.0%","N","N","N","N","1.9%","3.1%","0.7%","1.4%","0.2%","0.1%","","576,412","93.8%","2.0%","3.9%","1.2%","0.2%","2.2%","","576,412","9.4%","6.7%","0.1%","0.1%","2.5%","90.6%","84.6%","0.9%","1.8%","1.0%","0.0%","0.0%","2.3%","0.1%","2.2%","265,207"
"    2011 Estimate","","568,158","50.9%","49.1%","6.9%","6.3%","6.9%","6.8%","7.1%","14.0%","11.7%","14.2%","7.8%","5.7%","7.2%","4.1%","1.3%","36.8","76.2%","71.8%","16.0%","12.7%","433,067","50.8%","49.2%","72,029","46.3%","53.7%","","568,158","97.2%","2.8%","97.2%","90.7%","0.9%","2.2%","0.0%","0.1%","0.0%","0.1%","0.9%","0.2%","0.2%","0.2%","0.1%","0.1%","0.0%","0.1%","0.0%","N","N","N","N","2.6%","2.8%","0.4%","1.5%","0.3%","0.0%","","568,158","93.4%","1.4%","3.8%","1.2%","0.1%","3.0%","","568,158","9.1%","6.9%","0.2%","0.0%","2.0%","90.9%","85.6%","0.9%","1.8%","0.8%","0.0%","0.0%","1.8%","0.0%","1.8%","265,554"
"    2012 - 2011 Statistical Significance","","c","","","","","","","","","","*","","","*","","","","","","","*","*","","","*","","","","c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","*","","c","","*","","","","*","","c","*","","","","","*","*","","","","","","*","","*","*"
"    2010 Estimate","","564,460","50.9%","49.1%","7.3%","6.9%","6.3%","6.9%","6.9%","13.6%","11.7%","15.0%","7.4%","5.6%","7.1%","3.7%","1.6%","36.7","75.8%","71.3%","15.7%","12.4%","427,742","50.8%","49.2%","70,186","46.3%","53.7%","","564,460","97.3%","2.7%","97.3%","91.0%","0.8%","2.6%","N","N","N","N","0.7%","0.1%","0.1%","0.2%","0.1%","0.1%","0.0%","0.1%","0.1%","N","N","N","N","2.2%","2.7%","0.3%","1.5%","0.2%","0.0%","","564,460","93.5%","1.2%","4.2%","0.9%","0.1%","2.7%","","564,460","9.0%","6.7%","0.1%","0.0%","2.1%","91.0%","85.8%","0.8%","2.2%","0.7%","0.1%","0.0%","1.4%","0.1%","1.3%","262,286"
"    2012 - 2010 Statistical Significance","","c","","","*","","","","","","","*","","*","*","","","","*","","*","*","*","","","*","","","","c","","","","","","*","","","","","*","","*","","","","","","","","","","","","","*","","","","","c","","*","","*","","","","c","*","","","","","*","*","","*","*","","","*","","*","*"
"    2009 Estimate","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    2012 - 2009 Statistical Significance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
